0,1,2,3,4,5
100.91,48.55,66.76,119.86,90.23,49.09
101.2,48.36,67.29,117.75,90.34,48.285
101.91,48.25,66.76,118.35,90.75,48.02
100.81,47.86,66.17,116.65,91.0,47.305
100.97,47.89,66.08,116.53,91.53,47.46
100.47,47.7,64.99,116.91,90.84,46.66
100.61,47.5,65.57,116.99,90.23,46.835
102.39,48.08,65.64,118.55,91.43,47.51
103.19,48.64,68.83,119.32,90.85,47.64
102.23,48.51,67.66,117.65,90.84,47.36
102.56,48.58,67.33,118.98,90.49,47.6
103.36,49.08,69.4,121.55,90.81,47.74
103.72,49.33,69.51,119.74,91.19,47.895
104.52,49.22,69.31,120.89,92.63,49.01
102.99,49.03,68.64,120.33,92.21,49.665
103.69,49.04,68.94,120.25,92.28,50.41
104.01,49.06,70.23,122.74,92.27,50.2
103.54,48.67,69.17,119.17,91.75,49.475
103.05,48.43,68.03,122.33,91.6,49.34
102.75,48.17,68.43,123.25,92.07,48.42
100.05,47.26,66.97,121.19,89.28,47.2
99.68,47.3,66.88,122.0,89.53,47.425
99.71,47.8,65.42,123.38,90.66,46.64
99.51,47.58,65.71,121.81,90.03,46.525
99.69,47.44,64.41,122.16,89.49,45.77
100.18,47.5,65.05,120.7,89.44,45.67
99.26,47.1,64.37,118.78,87.85,44.69
100.15,47.32,64.65,119.34,88.27,44.18
101.78,47.58,64.34,122.15,88.98,44.85
102.03,47.86,63.98,122.45,90.48,44.95
102.06,48.11,64.57,125.0,90.21,45.22
101.86,47.95,63.05,125.86,90.49,44.97
102.79,48.19,62.68,124.93,90.87,44.51
102.41,48.22,61.42,123.85,90.64,44.34
102.32,48.15,59.6,122.65,88.81,43.99
102.13,47.86,59.18,120.86,87.87,43.8
101.92,47.75,59.0,120.61,87.84,42.09
101.57,47.67,59.28,119.33,87.97,42.67
101.28,47.43,58.49,117.94,86.88,41.87
101.03,47.35,57.68,117.88,86.18,41.78
101.16,47.19,59.65,121.52,87.09,42.66
101.88,47.9,60.04,121.52,88.41,42.77
101.94,47.66,60.33,120.56,88.61,42.91
100.77,47.43,59.01,121.4,88.95,42.84
99.54,47.91,57.7,120.89,88.51,42.785
100.2,47.84,57.55,120.84,88.45,42.79
101.33,47.86,55.92,123.92,89.03,43.83
100.92,47.46,56.81,122.04,88.71,43.23
101.32,47.6,55.92,121.82,87.98,43.56
102.77,47.92,58.44,122.48,89.13,44.42
101.32,47.72,57.89,122.26,87.99,43.72
101.23,47.17,59.42,121.2,87.64,43.85
101.22,47.03,58.79,120.52,88.06,43.39
101.3,47.3,59.08,121.02,88.47,43.29
102.56,47.71,58.78,123.82,88.31,43.52
102.43,47.67,59.21,125.5,87.9,42.93
101.04,47.12,56.73,123.22,87.4,42.68
99.32,46.33,55.74,119.79,85.68,41.53
96.53,44.81,54.99,116.28,83.43,40.84
91.73,43.09,50.98,110.43,81.19,40.14
89.39,42.62,49.94,109.98,79.53,39.57
92.62,43.3,51.22,113.46,81.06,41.09
94.39,44.24,55.76,117.77,83.53,42.73
93.54,43.87,57.46,117.28,83.71,43.24
93.44,43.72,59.45,115.7,83.49,42.5
90.28,42.33,57.07,112.63,81.2,40.34
91.05,42.41,57.51,114.23,81.65,41.09
91.45,42.4,57.4,113.99,81.87,41.74
90.29,41.67,56.35,112.36,80.92,41.0
92.69,42.46,56.53,116.09,83.64,44.86
91.54,42.22,54.92,115.08,82.99,44.37
91.68,42.1,54.1,116.77,83.17,44.2
91.32,42.0,52.5,118.7,83.43,43.89
90.8,42.01,51.98,117.8,83.04,43.92
92.09,42.26,52.79,120.03,84.9,44.01
91.98,42.48,54.69,121.15,86.06,43.91
92.16,42.47,54.6,123.26,85.06,43.33
89.31,41.85,52.43,122.47,83.25,42.8
90.4,42.33,52.3,123.94,83.7,42.73
89.53,42.28,51.15,122.93,82.66,41.99
89.09,42.11,50.07,123.28,82.69,41.35
88.95,41.88,50.05,121.09,83.4,41.28
90.02,41.99,50.27,116.37,83.96,41.38
88.41,41.14,48.26,112.7,82.66,40.86
88.4,40.78,48.28,114.22,82.54,41.67
88.61,41.28,50.06,116.01,82.89,43.09
88.56,41.24,50.75,116.61,81.48,42.19
89.78,41.81,53.69,118.83,82.08,43.38
91.52,42.11,55.88,119.65,83.83,45.08
90.29,42.13,58.78,116.05,82.87,45.36
91.16,42.19,59.98,116.43,84.49,45.98
91.93,42.55,62.57,116.08,85.96,46.65
91.29,42.56,61.91,119.27,85.57,46.27
91.28,42.69,60.13,122.51,85.21,46.28
90.78,42.26,60.28,123.99,84.37,46.06
90.05,42.45,60.21,122.07,83.33,47.31
91.25,42.49,61.42,120.17,83.72,47.33
91.62,42.85,61.03,119.98,83.28,46.94
90.63,42.71,59.82,120.73,84.66,47.23
91.56,43.45,60.35,120.42,85.68,47.4
91.32,43.12,59.08,118.11,86.08,47.16
92.41,43.58,61.13,113.81,88.34,48.86
92.49,43.56,60.87,115.92,89.19,49.11
92.72,43.72,58.71,116.53,89.91,48.51
92.78,43.65,56.93,119.37,88.6,47.93
94.79,44.05,57.07,119.78,90.1,48.56
94.83,44.15,56.14,119.71,90.21,47.39
93.31,43.73,56.21,117.78,90.76,48.29
94.7,43.68,57.62,118.69,91.85,48.89
94.62,43.92,60.15,117.66,91.58,48.82
94.46,44.01,60.42,114.64,91.32,48.99
94.8,44.09,62.19,116.23,91.95,47.91
93.57,44.06,62.76,114.81,89.52,47.85
92.43,43.65,61.98,114.26,88.91,47.815
92.98,44.02,62.79,115.89,89.78,47.16
93.89,44.23,61.16,114.54,89.38,47.1
92.8,43.27,59.72,112.82,87.26,46.37
93.1,42.98,59.76,111.41,85.83,45.64
94.37,43.54,61.84,113.82,87.8,45.95
93.67,43.23,60.09,114.39,88.05,46.08
95.01,43.81,61.17,117.25,88.41,46.98
93.82,43.87,60.1,110.63,89.01,47.18
94.86,44.19,58.94,112.97,90.24,47.38
94.72,44.11,58.75,112.16,90.44,46.6
94.75,44.13,61.36,113.19,89.66,47.23
94.51,43.95,60.88,114.41,90.58,47.15
94.65,44.0,59.09,114.34,90.88,47.69
94.74,43.75,59.0,112.71,90.63,48.28
95.7,43.86,59.55,116.26,90.61,48.49
94.53,43.46,56.74,117.64,88.66,46.66
93.68,42.96,55.56,115.0,88.12,46.43
96.65,43.92,54.9,117.74,89.06,47.37
96.74,44.02,53.0,115.91,89.1,46.68
95.1,43.33,51.95,115.88,88.67,46.21
94.23,43.2,51.97,115.05,87.27,45.51
93.83,43.45,52.48,116.21,87.57,45.35
93.3,43.41,50.43,115.98,85.25,44.64
94.08,42.79,50.12,115.85,86.15,44.61
96.69,43.56,51.73,117.61,86.1,46.07
96.92,42.53,50.92,118.83,87.14,47.11
93.27,41.26,49.2,119.22,85.87,46.44
90.99,40.08,48.5,115.82,83.58,46.09
90.8,40.31,47.44,117.41,83.98,46.85
91.07,40.51,48.48,117.44,84.83,47.17
91.76,41.02,51.27,118.69,86.23,47.31
92.05,41.15,50.57,118.34,86.1,47.26
92.0,41.32,48.99,118.33,86.75,47.53
93.84,41.57,49.36,119.82,87.49,48.12
93.54,41.38,48.17,118.92,86.87,47.74
92.21,40.94,48.48,117.64,85.89,46.54
90.71,40.2,48.18,116.46,84.03,45.98
91.26,40.31,48.07,116.68,84.33,45.64
89.88,39.53,45.07,115.49,82.66,44.93
88.57,38.71,43.62,112.09,80.88,42.66
87.02,38.3,43.58,110.16,78.56,41.53
86.41,37.66,41.69,109.58,79.07,41.5
87.15,37.88,39.6,112.26,79.64,41.85
85.91,37.0,38.59,109.23,77.4,41.31
87.39,37.7,39.96,110.76,78.5,42.04
86.09,37.61,38.72,109.27,78.47,40.52
85.98,37.19,36.53,112.58,78.31,41.7
84.94,36.81,35.21,114.79,79.04,42.85
84.62,36.75,37.62,113.5,79.22,43.61
86.41,37.65,38.33,114.33,79.73,43.14
85.74,36.88,34.38,113.38,79.3,43.2
86.03,37.35,34.81,113.96,82.05,44.25
85.91,37.07,36.85,112.33,82.02,43.33
86.09,36.24,40.34,111.38,83.35,43.16
87.83,37.64,42.5,115.16,86.17,44.81
87.58,37.83,41.76,115.89,83.91,44.43
86.2,37.49,39.36,113.88,82.67,43.18
87.74,38.54,42.99,112.75,83.84,42.32
88.95,38.68,43.47,114.2,86.03,42.74
92.87,38.32,38.02,111.72,84.81,42.22
92.98,38.18,38.99,110.02,85.27,41.22
92.88,37.82,38.7,111.16,86.39,41.26
92.83,38.0,39.29,112.74,86.22,40.27
92.69,37.82,38.93,110.62,86.44,39.65
93.8,38.49,40.11,111.82,87.86,40.41
94.15,39.0,40.84,115.15,89.61,41.63
95.0,39.39,43.47,118.3,90.02,42.66
94.57,39.72,42.07,117.45,90.79,41.975
93.58,39.43,42.31,117.68,92.07,42.37
93.77,39.93,44.58,121.27,92.39,43.07
94.07,39.55,41.92,121.15,91.75,42.26
94.66,39.65,41.7,120.2,91.04,43.68
95.31,40.01,41.58,121.2,91.87,43.81
95.76,40.06,43.07,121.33,91.26,44.88
95.29,39.85,43.6,119.1,90.15,44.49
95.95,40.61,44.31,121.67,93.03,45.22
97.39,40.31,46.92,121.27,93.54,45.74
98.22,40.69,48.0,121.82,93.93,46.12
98.93,41.0,48.39,121.8,93.65,46.83
99.14,41.18,49.28,121.76,94.5,47.72
98.44,40.88,46.76,121.66,93.87,46.67
98.72,41.09,47.08,121.1,93.94,47.51
98.56,41.51,48.27,122.09,93.92,47.1
100.48,42.6,51.26,125.1,95.37,48.61
99.77,42.45,49.95,125.22,95.0,48.1
99.89,42.67,50.17,124.85,94.88,48.09
99.79,42.97,51.83,124.9,95.57,48.03
102.0,43.71,53.19,124.53,98.41,48.43
101.47,43.68,53.9,126.72,98.05,49.11
101.59,44.1,53.84,126.74,97.52,48.75
101.46,44.1,53.7,128.02,96.95,48.31
100.51,44.02,51.6,129.79,97.62,47.96
101.13,43.98,52.1,128.59,97.72,48.12
102.14,43.93,50.84,128.92,97.84,48.01
102.94,44.27,50.4,129.83,98.61,48.81
103.96,44.37,50.97,129.68,99.12,48.84
104.45,44.48,52.65,128.9,99.36,48.2
104.87,44.63,52.03,129.92,99.72,48.28
104.85,44.44,50.55,129.49,98.31,48.38
101.91,43.73,51.26,127.04,97.72,48.65
102.1,44.0,54.0,128.03,98.04,48.64
101.03,43.43,52.9,126.87,96.91,47.88
101.31,43.59,54.48,125.68,97.19,48.45
101.47,43.8,54.74,126.33,96.79,48.4
102.51,44.09,57.36,126.8,97.59,48.3
103.75,44.8,56.58,127.76,99.33,49.22
103.9,44.69,57.72,127.98,98.42,49.27
104.3,44.94,57.17,127.33,99.4,48.76
105.66,45.3,59.84,127.81,99.83,48.9
105.19,45.33,61.17,130.5,96.88,48.52
104.43,45.37,61.18,133.93,96.49,49.59
103.19,44.75,60.18,132.96,96.19,49.43
103.23,45.03,63.38,134.13,96.78,49.71
103.45,44.91,61.87,133.78,96.9,49.57
104.73,45.07,63.25,134.24,98.22,50.08
104.32,45.14,61.27,132.8,98.23,50.34
103.16,44.43,59.18,132.07,97.34,49.51
105.12,46.04,59.62,131.68,95.97,48.59
106.62,46.9,58.98,132.1,96.76,49.35
105.77,46.39,56.75,132.46,96.39,48.8
105.97,47.06,55.32,132.03,96.07,48.42
105.41,47.08,55.88,132.31,95.96,47.82
104.78,46.96,56.15,132.04,97.0,47.95
104.71,46.91,54.47,132.67,97.01,47.57
106.12,47.74,57.71,133.57,97.95,48.34
105.51,47.14,58.32,130.69,96.12,48.32
105.72,47.49,58.14,129.74,97.11,47.33
105.81,47.13,57.76,129.0,96.07,47.16
106.18,47.41,58.42,130.64,96.94,47.95
105.72,47.19,57.66,129.56,94.33,47.78
105.39,47.57,57.96,130.51,94.18,48.33
104.78,47.62,57.26,130.0,93.48,47.64
105.39,47.78,57.66,130.94,94.14,48.82
105.13,47.6,58.59,130.42,93.72,48.86
106.93,48.13,58.2,132.59,95.31,49.96
106.72,48.14,60.64,133.42,96.29,50.17
106.98,48.01,60.44,132.98,96.32,50.66
108.63,48.2,60.23,134.0,97.06,50.99
109.27,48.34,59.93,133.67,96.92,51.68
109.34,47.9,58.92,134.53,96.31,51.71
109.43,48.25,59.23,136.04,96.93,51.72
108.72,47.86,58.36,136.84,96.16,51.81
109.4,47.82,60.31,138.15,96.97,51.76
109.52,47.88,61.57,136.94,97.47,52.81
109.77,47.92,61.86,140.4,97.69,52.99
109.86,48.36,60.38,140.68,97.23,52.77
109.37,48.03,57.7,139.24,96.5,52.25
108.03,47.57,57.5,138.09,95.12,51.91
107.48,46.8,57.82,137.87,95.58,52.2
106.58,46.35,57.15,137.26,95.96,52.1
106.99,46.61,56.1,138.66,96.59,52.05
106.86,46.59,56.96,137.69,96.91,51.21
107.38,46.8,58.32,138.52,97.61,51.87
107.8,46.79,58.7,138.19,97.55,51.91
107.73,46.8,58.02,137.9,97.95,51.59
108.9,47.56,59.77,139.19,99.41,52.84
104.01,45.35,55.83,137.29,96.85,50.47
100.8,44.06,52.63,137.11,95.31,48.13
103.92,45.28,55.14,138.71,97.41,49.36
106.43,46.36,57.77,140.52,99.18,49.7
109.23,47.6,60.1,141.2,101.25,50.76
109.77,47.8,60.15,140.86,102.14,50.42
108.29,47.55,56.96,141.56,101.2,49.84
108.09,47.87,56.88,142.38,103.26,49.49
108.95,48.0,56.48,140.8,102.94,50.4
109.57,48.7,56.81,141.27,104.97,51.87
110.17,48.98,56.07,140.32,105.24,52.35
110.56,49.17,60.13,139.86,105.18,53.1
110.26,48.77,58.02,141.48,104.36,53.25
110.55,48.95,58.01,140.84,103.83,53.61
110.84,49.02,56.93,141.33,102.96,53.77
110.52,48.63,57.6,140.75,101.98,54.04
109.73,48.7,56.11,142.59,99.74,53.71
109.98,48.78,56.36,143.02,100.01,54.34
109.28,48.63,54.91,142.87,98.78,53.8
110.56,49.16,54.12,143.69,99.9,54.17
110.32,49.52,52.81,141.73,100.47,54.27
111.02,49.46,53.68,141.7,101.01,57.34
110.49,49.5,51.6,141.68,101.73,57.08
110.36,49.41,52.17,142.76,102.64,56.69
107.07,49.19,53.65,143.2,102.24,55.64
108.32,49.55,51.23,143.51,101.98,55.81
108.41,48.98,51.75,143.17,100.57,54.98
109.71,49.0,53.39,142.88,100.73,55.33
109.95,48.9,53.87,142.71,100.8,55.75
110.65,49.3,54.64,142.99,101.7,56.56
110.43,49.41,55.92,142.13,101.46,56.63
110.24,49.58,55.42,141.82,100.75,60.63
109.77,49.73,54.72,142.19,101.21,60.35
109.9,49.75,56.54,142.63,102.0,60.77
109.61,49.38,56.28,142.88,101.5,60.51
109.55,49.3,56.65,141.62,102.52,61.21
109.17,48.77,56.67,141.08,102.05,60.83
109.47,48.6,56.7,141.71,102.49,60.95
109.43,48.52,57.62,142.17,103.36,61.23
108.56,48.54,57.23,142.04,103.8,61.3
109.39,48.8,56.2,142.09,102.97,61.27
109.44,48.47,56.42,142.01,104.03,61.4
109.48,48.61,56.35,139.87,104.44,61.02
110.11,48.89,56.81,137.3,104.17,61.13
110.03,49.02,56.67,136.62,103.32,61.58
111.44,49.57,56.42,137.27,105.09,61.6
111.19,49.93,56.08,136.87,103.7,61.43
111.35,49.41,54.3,136.05,102.82,61.91
111.35,49.42,53.31,135.74,103.01,62.8
112.1,49.99,53.08,136.61,103.41,62.69
112.21,50.05,51.23,135.97,101.66,62.27
112.27,50.45,50.81,134.99,100.3,60.78
111.6,50.29,52.55,135.44,99.72,60.66
108.93,49.17,49.92,133.62,96.99,58.52
111.11,50.19,49.88,135.53,98.56,59.86
109.57,49.62,47.77,133.95,97.1,59.13
108.98,49.42,46.91,133.69,96.74,59.41
110.31,50.02,46.65,135.61,96.89,60.44
109.4,49.65,46.48,138.47,97.15,60.31
109.98,49.9,45.96,137.68,98.62,60.59
110.31,50.08,45.67,137.47,98.75,60.2
112.11,50.66,47.0,139.91,99.93,61.12
113.36,51.1,47.78,141.04,101.47,61.18
112.15,50.68,46.91,140.51,98.62,60.64
111.62,50.42,47.63,139.72,98.51,60.47
112.4,50.8,46.81,140.79,100.41,61.32
112.28,50.97,49.84,140.41,100.74,61.65
110.92,50.32,52.15,138.32,99.58,61.97
112.49,50.87,53.62,140.0,100.45,62.14
112.01,50.46,53.9,138.49,99.83,61.82
111.38,50.28,52.25,138.16,98.39,61.32
111.75,50.42,53.48,137.6,98.91,62.12
113.18,50.76,53.66,136.47,99.22,62.58
112.5,50.57,53.07,136.66,98.27,62.06
111.97,50.53,53.95,138.08,98.42,61.31
109.85,49.82,52.57,134.75,97.29,59.69
110.7,50.47,51.96,135.1,98.09,59.0
110.19,50.07,51.52,134.19,97.7,58.41
110.69,50.24,51.7,133.92,98.01,59.0
109.97,49.91,50.82,134.13,97.83,58.7
110.59,50.02,50.98,143.39,96.35,58.86
110.7,50.02,52.37,144.37,92.12,60.01
110.02,49.18,52.65,145.07,89.51,59.71
109.55,48.97,52.76,145.37,90.59,59.5
110.03,48.55,52.22,144.69,91.02,60.64
107.79,48.37,50.9,143.78,90.49,60.91
108.19,48.51,50.26,142.23,91.06,60.55
108.42,48.1,50.42,141.94,89.15,60.36
111.3,48.33,50.3,140.35,89.84,60.3
110.83,48.23,47.97,141.33,90.59,60.55
108.81,47.65,47.85,139.43,89.0,60.18
107.54,47.35,47.09,138.98,88.44,59.86
108.48,47.67,47.09,137.83,87.91,59.63
107.79,47.48,46.42,137.71,87.67,60.22
111.39,48.57,47.44,141.93,88.63,62.23
112.15,48.93,47.74,142.9,88.71,63.96
110.93,49.9,49.0,141.9,90.18,64.31
112.74,51.2,49.64,146.13,93.5,62.44
110.49,51.54,47.58,146.42,94.62,63.15
110.19,52.12,48.07,152.28,96.15,63.53
110.13,51.07,50.59,152.23,96.08,65.19
109.97,50.86,50.82,151.5,95.35,65.65
111.43,51.63,50.5,150.77,94.6,65.45
111.96,51.52,50.97,149.45,94.55,64.57
112.92,51.4,52.81,150.41,95.96,65.2
113.36,51.19,52.62,152.26,97.17,65.57
113.51,51.66,53.2,153.54,97.31,66.11
113.81,51.86,52.73,152.81,97.9,66.08
112.78,51.22,51.0,152.11,97.05,65.9
113.65,51.25,49.05,157.59,96.55,66.03
114.1,50.35,55.96,158.32,96.23,66.18
112.05,49.73,56.11,160.94,96.22,61.23
111.62,49.16,57.92,160.73,95.75,62.05
112.37,49.32,59.0,157.63,97.35,63.23
113.21,49.82,59.81,157.32,97.49,63.49
115.95,50.44,60.95,159.4,99.81,64.5
112.89,50.15,61.67,159.32,98.85,65.19
113.03,50.76,62.76,160.12,98.63,64.53
112.74,50.69,62.9,159.49,98.21,63.61
112.56,51.05,65.14,160.54,99.82,65.1
111.75,50.23,63.17,159.86,97.92,65.05
112.39,50.82,62.68,160.62,98.15,65.83
112.09,51.55,62.5,163.94,97.98,64.53
112.33,51.67,63.37,161.54,98.56,65.01
111.83,51.87,63.39,161.59,98.72,65.3
112.25,51.73,63.56,161.33,97.83,65.17
112.48,51.98,63.71,161.58,96.57,65.38
112.89,52.01,63.78,163.03,96.9,65.4
112.5,51.95,64.41,162.64,97.58,65.4
111.72,51.62,63.48,161.44,96.37,64.67
111.42,51.84,62.9,161.04,96.45,64.76
111.53,51.96,62.29,160.04,95.54,64.15
112.08,52.24,62.82,161.45,95.63,63.85
113.31,52.9,61.93,161.91,97.12,63.82
113.48,53.02,62.1,162.18,96.67,62.59
114.35,53.14,61.9,162.41,96.16,63.68
113.4,52.4,60.61,161.95,96.05,64.42
112.63,52.42,61.45,161.58,97.28,64.85
112.67,52.48,61.84,161.89,97.48,66.48
112.67,52.58,58.85,162.36,98.09,66.48
113.29,52.81,58.89,161.8,98.57,66.34
113.62,52.57,59.3,160.66,97.56,64.95
114.05,52.93,58.83,157.74,99.29,66.5
112.28,52.67,57.72,158.7,99.11,65.69
112.07,52.84,57.98,158.66,99.74,66.93
111.7,52.74,57.15,159.07,96.25,67.03
112.21,53.23,57.52,160.43,96.92,67.9
112.84,53.79,56.46,161.24,97.81,68.82
112.95,53.79,56.17,162.75,97.14,67.63
113.39,54.62,54.87,162.99,96.67,68.76
112.07,53.87,53.94,162.09,97.08,69.06
112.7,53.83,54.18,162.1,96.81,67.35
111.17,53.44,53.51,162.71,96.34,68.41
112.48,53.95,53.96,160.76,96.62,68.78
114.06,54.01,54.31,161.87,97.14,69.43
114.08,54.02,53.16,160.51,97.21,69.17
114.25,53.93,51.51,160.53,96.97,69.62
114.36,54.06,51.54,160.31,99.04,73.8
115.17,54.71,52.32,160.44,99.67,70.93
115.59,55.17,52.51,160.75,99.78,70.9
115.87,55.55,51.88,161.99,99.89,70.66
115.85,55.56,52.0,163.13,99.66,70.78
116.56,55.82,51.05,164.29,100.12,71.9
117.28,56.47,51.3,163.65,99.23,71.71
117.53,56.94,51.75,157.62,100.67,71.68
115.57,56.15,52.82,160.57,97.67,72.48
115.6,56.22,51.56,160.57,95.99,73.04
116.19,56.47,52.52,162.6,95.0,72.71
116.56,56.86,52.49,163.06,96.25,72.83
116.37,56.98,52.69,165.38,96.18,73.13
115.65,56.95,51.44,165.38,95.71,72.52
117.51,57.76,51.66,167.94,96.57,73.64
116.46,56.78,51.76,167.31,95.87,73.01
116.48,56.86,51.03,168.2,94.7,73.3
115.71,56.4,51.03,168.7,94.18,73.92
115.54,56.32,49.51,168.3,93.52,73.84
115.62,56.15,47.87,167.91,93.15,73.53
116.33,56.24,48.38,168.01,92.95,73.48
117.86,56.66,47.42,169.98,93.21,73.95
118.94,56.99,47.79,170.21,94.14,74.5
118.42,56.85,47.17,169.06,94.06,73.99
119.02,57.07,49.15,171.78,93.96,74.52
119.24,56.86,48.59,171.3,94.27,74.12
118.91,56.93,48.26,169.7,94.9,74.28
118.18,56.88,48.3,168.0,94.33,74.35
117.57,56.01,47.67,167.7,93.3,72.34
117.71,56.12,46.84,167.03,93.47,73.5
117.48,56.28,46.54,165.29,93.45,72.75
117.54,56.44,46.1,165.0,92.84,73.15
118.19,56.54,45.79,164.6,92.76,72.82
118.88,57.01,47.45,165.35,93.1,73.5
117.76,56.79,49.76,163.44,92.67,73.68
118.48,56.77,48.98,164.99,92.34,73.88
118.69,56.54,48.21,164.01,92.41,73.78
118.33,56.02,46.97,165.59,90.34,73.21
118.9,56.38,47.64,164.97,90.03,73.45
119.23,56.0,47.21,165.37,90.23,73.02
119.39,56.4,48.24,165.34,90.32,73.52
119.64,56.33,48.05,166.02,89.86,74.06
119.76,56.34,49.97,165.48,89.79,73.41
119.73,56.3,51.11,165.83,90.61,72.66
118.67,55.79,50.57,165.56,89.42,72.15
118.1,55.51,49.44,164.96,88.94,72.24
119.05,56.28,49.41,167.18,90.1,73.02
118.86,56.04,48.19,168.59,90.14,74.13
119.12,55.82,46.7,169.25,91.91,74.86
120.56,56.25,46.89,171.54,92.9,75.63
118.43,55.61,47.31,171.16,93.11,74.43
119.04,56.05,47.66,172.33,93.6,75.95
120.07,56.44,48.64,174.04,93.29,76.73
120.07,56.35,49.51,174.38,93.13,76.15
120.14,56.73,49.76,174.63,93.33,76.75
119.84,55.81,48.83,174.88,92.02,75.58
120.29,55.94,47.97,174.59,91.34,76.16
119.92,55.07,47.01,174.14,92.07,75.69
120.34,55.01,46.87,172.54,92.06,75.25
121.2,55.36,45.84,174.02,92.25,75.01
122.27,55.71,47.42,174.12,92.73,75.17
122.81,55.48,48.43,174.44,92.54,75.46
124.3,55.22,47.83,173.24,92.83,76.45
124.09,55.48,49.23,173.39,92.79,78.51
124.3,55.13,49.66,173.32,91.85,79.04
124.24,54.73,49.37,171.81,91.44,79.0
125.76,55.19,49.71,171.53,91.86,80.13
125.98,55.31,48.78,168.12,91.54,81.63
125.98,54.96,47.95,168.86,91.13,78.34
126.69,55.38,47.78,171.45,91.65,79.34
127.28,55.76,48.93,172.59,92.12,80.18
128.37,56.27,49.24,174.7,92.46,81.11
128.56,56.69,49.57,175.22,90.65,81.35
129.19,56.84,49.55,175.59,90.17,81.66
130.32,57.55,47.8,178.05,91.36,81.77
130.01,57.12,48.14,177.5,93.28,81.7
130.71,56.97,46.67,176.59,92.54,82.51
130.91,56.73,45.89,175.18,92.62,83.3
131.64,57.46,46.65,179.58,94.11,83.43
131.4,57.35,45.75,179.39,94.28,84.34
131.0,56.91,46.11,179.37,93.78,84.51
130.46,56.25,46.94,180.82,92.12,85.19
131.41,56.93,44.8,183.21,91.84,86.3
131.71,57.39,43.49,181.69,90.89,86.86
132.64,57.88,45.49,181.46,91.61,83.48
133.03,58.05,45.38,179.25,92.97,83.08
134.06,58.13,46.57,181.05,93.86,83.53
135.01,57.97,45.29,182.36,94.26,82.3
135.65,58.81,43.49,180.38,94.84,81.57
136.46,58.97,43.62,181.63,95.61,81.23
136.8,59.01,42.96,183.02,93.49,82.61
136.15,58.66,41.59,183.27,91.27,80.35
135.3,57.9,40.31,184.92,89.89,80.83
134.25,57.1,41.01,186.5,89.67,80.07
132.4,56.71,41.4,185.25,90.74,81.59
133.03,56.86,41.59,185.12,91.16,80.3
132.58,56.51,41.37,184.6,90.85,78.71
133.98,57.39,42.09,185.7,91.94,79.83
132.84,57.02,43.0,185.27,91.12,77.38
132.95,57.25,43.87,185.42,92.76,77.18
133.16,57.53,45.42,186.65,93.66,75.81
132.97,57.49,43.36,188.25,89.16,77.94
133.39,57.16,42.83,186.94,86.74,77.12
135.01,57.71,41.79,187.96,86.86,78.36
135.3,57.46,42.46,186.95,85.1,78.76
134.04,56.76,43.06,185.95,84.27,79.11
134.66,56.87,43.13,186.69,84.0,80.16
135.63,57.56,43.31,185.48,83.7,79.49
136.22,57.61,43.96,186.9,83.35,80.84
136.84,57.5,43.59,186.35,84.07,81.03
137.41,57.56,43.36,186.85,83.01,81.57
138.07,57.69,44.94,189.19,82.96,82.31
138.84,58.27,44.05,191.5,81.69,83.04
139.14,58.65,43.46,191.78,82.71,80.88
139.63,58.83,44.13,190.89,81.81,80.55
140.0,59.1,45.37,190.4,83.32,80.94
138.95,58.67,43.47,190.75,82.81,82.69
135.91,58.03,43.98,188.93,84.79,80.93
138.67,59.41,44.8,191.15,83.93,80.7
138.17,58.79,44.54,191.81,84.93,80.04
139.23,59.02,44.0,192.23,83.88,80.33
139.23,59.02,44.0,193.0,84.43,79.82
138.97,58.65,43.21,194.77,84.11,80.68
138.95,59.02,44.35,194.88,83.88,83.49
138.77,58.91,42.86,194.78,84.15,84.98
138.58,58.81,42.62,194.9,83.45,84.62
140.19,58.9,42.36,194.83,83.48,83.6
138.85,58.61,41.74,192.57,82.29,81.24
138.39,58.42,41.33,193.02,82.81,82.21
139.66,58.86,40.54,193.71,83.77,84.02
139.28,58.72,40.7,194.5,80.48,84.29
139.32,58.91,39.29,193.77,82.25,84.16
136.7,57.85,38.37,192.7,81.49,81.65
136.52,57.94,38.45,190.82,81.6,81.58
138.17,58.13,38.09,192.03,82.67,81.53
139.57,58.62,38.6,194.79,82.64,82.71
138.22,58.21,38.79,194.24,81.83,82.9
137.9,58.31,38.36,194.75,82.48,82.69
138.05,58.38,38.5,194.36,83.3,82.63
138.38,58.3,38.3,195.09,82.95,83.76
137.9,58.04,38.13,196.73,81.83,83.83
138.15,57.82,38.43,195.88,82.9,85.68
139.16,57.9,38.9,198.9,82.83,86.8
138.86,57.92,39.45,199.75,83.84,87.85
140.35,57.71,40.06,199.31,84.31,86.49
140.23,58.18,41.04,198.38,85.31,86.12
138.61,57.68,41.33,198.17,84.44,87.39
142.64,59.69,40.27,197.75,85.35,86.57
142.66,60.04,40.92,199.58,85.82,88.38
142.89,60.32,41.42,197.47,86.44,88.45
142.99,59.96,42.13,198.33,86.94,88.34
142.14,60.0,42.25,197.73,86.39,89.24
143.31,60.38,42.17,198.18,86.65,89.62
144.05,60.4,42.48,198.19,86.88,91.01
144.44,60.37,42.73,194.65,85.86,90.98
