0,1,2,3,4,5
145.98,60.72,43.46,195.75,86.72,88.32
144.94,60.67,43.63,195.21,86.35,88.38
146.02,60.99,44.5,193.03,87.98,89.69
145.22,60.88,46.1,191.75,93.22,88.07
146.28,61.48,46.32,192.7,94.16,87.76
146.43,61.63,46.94,194.49,94.46,88.92
146.95,61.51,46.54,196.1,95.19,89.14
146.1,61.55,46.89,195.85,95.65,89.78
147.29,61.69,46.29,197.44,96.37,90.55
147.31,62.0,45.69,198.63,95.95,90.72
146.65,61.6,45.26,200.48,95.49,91.6
146.64,61.8,45.51,197.9,95.79,91.3
146.84,61.76,44.59,198.06,95.55,91.55
147.35,61.6,44.33,196.3,95.18,91.49
147.63,61.87,44.31,194.68,95.52,91.92
147.77,61.72,44.33,195.26,95.5,91.93
149.24,62.04,44.2,192.92,95.86,91.78
149.38,62.02,44.99,192.52,95.86,91.76
149.95,62.12,46.04,193.2,96.01,91.89
149.2,61.88,45.96,203.89,96.86,91.7
149.6,62.13,45.87,205.23,98.04,92.12
150.82,62.64,45.05,203.25,89.71,93.05
151.54,62.92,45.03,207.49,88.63,92.73
151.94,62.96,45.21,207.01,89.27,92.61
152.38,62.83,44.06,208.15,88.91,93.31
151.65,62.53,42.25,207.53,88.46,92.32
151.21,62.25,41.28,209.15,89.4,93.12
146.18,62.54,43.54,212.6,88.35,94.72
143.45,62.74,43.66,209.39,88.04,95.21
143.43,63.33,44.16,210.22,88.23,94.8
142.84,63.6,44.3,209.53,87.43,92.99
138.96,63.88,44.41,211.1,88.53,93.46
138.64,63.69,45.46,212.87,87.8,93.66
140.18,64.14,48.23,212.12,87.26,95.36
140.21,63.71,47.95,212.7,86.43,91.44
140.87,63.53,47.08,210.77,86.02,92.81
143.46,63.65,47.53,211.56,85.56,90.81
143.25,64.08,47.11,211.07,85.45,91.56
141.89,63.94,46.59,212.66,85.29,91.02
143.54,65.1,44.91,211.71,86.01,91.01
142.83,65.33,43.67,209.86,85.0,89.59
141.28,65.83,44.09,211.13,85.99,90.78
141.18,65.97,44.55,209.9,86.13,91.3
142.05,66.01,43.56,210.25,86.26,91.39
141.44,66.96,43.07,212.6,85.95,91.87
139.24,66.62,43.45,211.22,86.91,90.4
138.63,65.39,44.4,212.51,86.84,90.97
138.12,65.71,43.1,212.4,87.62,88.93
139.94,66.63,43.38,216.14,89.34,90.58
140.47,66.42,44.81,222.88,91.5,86.58
140.22,65.83,45.88,228.17,92.97,86.99
142.24,66.57,47.09,226.78,92.86,87.0
139.67,66.58,46.57,221.42,93.96,86.3
139.24,65.82,46.29,220.09,94.16,86.21
139.11,65.83,44.67,219.94,93.72,86.31
138.46,65.27,44.6,220.15,93.8,87.39
138.49,65.69,45.49,223.91,94.85,87.41
138.3,65.48,45.76,222.77,93.49,87.39
138.5,64.79,45.41,222.49,92.73,85.84
136.56,64.21,44.1,224.35,93.26,86.4
136.58,63.69,42.67,221.25,91.48,85.47
138.39,63.98,43.4,221.82,91.98,86.75
137.19,63.85,43.6,222.67,93.44,88.97
136.87,64.4,43.36,222.04,93.01,89.59
136.39,64.21,43.99,222.38,93.22,90.22
135.34,62.98,46.34,221.69,94.53,89.46
133.35,62.6,47.01,220.0,95.11,88.92
133.3,62.91,48.46,219.6,95.39,88.63
133.92,63.22,48.14,220.42,95.67,88.4
134.52,63.63,48.36,222.77,95.48,88.61
134.0,63.28,47.47,220.46,95.01,87.88
131.49,62.17,47.85,221.16,96.58,90.41
133.59,62.64,49.4,223.48,97.3,91.77
135.42,63.22,50.59,224.45,97.41,91.99
136.57,63.51,52.16,228.73,97.5,92.26
136.58,63.55,52.49,224.76,97.98,92.62
136.92,63.63,52.46,225.88,98.95,92.51
136.66,63.57,53.0,224.2,99.4,90.95
135.27,63.4,54.72,225.39,101.9,92.11
136.55,63.88,54.54,228.64,103.28,93.44
134.54,63.42,53.54,232.9,102.8,93.33
136.5,64.05,54.02,238.43,103.48,96.02
135.08,64.03,53.84,243.16,102.93,97.29
135.18,64.29,52.61,243.35,104.14,97.45
135.98,64.75,53.47,243.56,104.13,98.69
137.42,64.56,53.62,245.21,104.73,98.52
138.83,65.12,53.88,244.85,106.63,95.36
139.55,65.65,53.59,245.18,106.31,92.48
143.47,70.49,53.69,248.47,107.58,96.91
142.34,69.77,52.31,247.41,107.01,96.88
141.75,69.33,50.52,236.65,105.19,94.99
142.17,68.32,50.51,236.78,104.07,95.22
144.48,69.19,50.59,235.22,103.21,94.54
143.59,68.57,47.79,231.88,102.19,93.31
140.34,66.27,44.49,220.02,99.67,89.5
139.92,65.4,45.96,225.18,100.06,91.92
140.55,66.11,44.11,225.82,99.27,82.91
